CodigoEstacion,NombreEstacion,Latitud,Longitud,Altitud,IdParametro,Etiqueta,DescripcionSerie,Frecuencia,Fecha,Valor,Grado,Calificador,NivelAprobacion
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-02-28 00:00,8.5,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-01 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-02 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-03 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-04 00:00,1.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-05 00:00,0.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-06 00:00,0.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-07 00:00,2.3,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-08 00:00,10.9,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-09 00:00,1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-10 00:00,13.2,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-11 00:00,3.5,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-12 00:00,7.5,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-13 00:00,0.8,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-14 00:00,6.5,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-15 00:00,0,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-16 00:00,0.9,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-17 00:00,0.8,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-18 00:00,0.1,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-19 00:00,2.3,,,900
26085170,BASE AEREA MARCO FIDEL SUAREZ  - AUT [26085170],3.4545,-76.49972222,975,PRECIPITACION,PT_10_TT_D,Precipitación 10 minutal total diaria,Diaria,2017-03-20 00:00,0.5,,,900
